CONT_ID,marital_divorced,marital_married,marital_single,marital_unknown,education_Basic,education_high_school,education_professional_course,education_university_degree,education_unknown,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,day_of_week_fri,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed
33931,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
30179,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
30429,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
27283,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
27796,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13441,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47450,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
222,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
24076,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5235,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
43156,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
50696,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
31840,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
49586,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26636,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
13083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45224,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
41625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50692,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27463,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16966,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
7568,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
30115,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
40489,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
48875,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
12706,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7621,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20442,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
48260,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46463,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
38438,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
18008,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
37720,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
11078,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2659,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
48285,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
36691,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
4951,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
18413,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4373,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
20305,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
41913,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
18389,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
46594,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
22093,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
40341,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
43977,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
45561,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23666,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
30113,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36988,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
48581,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
28350,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34070,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21833,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
17439,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
4276,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
30868,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23351,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4432,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4283,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
5621,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
36643,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
39642,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
22899,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
28740,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
13311,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
39085,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46278,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
30070,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19980,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
27313,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
31471,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
18138,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1191,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
31747,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
26897,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
40065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9942,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
48149,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25596,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
9038,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
37692,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
36015,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
48586,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
913,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
39557,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7789,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24039,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
43983,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
49160,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2980,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
32601,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
27409,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14375,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
9968,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
44277,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
38194,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
42696,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15083,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
17159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23922,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9201,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14178,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16945,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
23880,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2753,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
42348,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
35494,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
3572,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35880,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
45294,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37394,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
50979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48802,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
29131,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
13491,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
31334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39694,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
30591,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
16542,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
41467,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
14772,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
31914,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
4233,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
50994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35507,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6957,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
18456,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
42137,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
39043,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
901,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25413,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15419,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
21058,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10567,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
9455,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
11521,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20127,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25176,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
33621,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
42573,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
3536,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
16335,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
29732,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
44738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31121,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
46920,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
32944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43922,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22220,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39581,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
15563,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
37197,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
14736,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
32318,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
11538,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
27615,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
46011,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
15770,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
9542,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
29899,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8068,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2233,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
40974,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
23865,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
22509,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8317,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15170,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
18245,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
700,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
15525,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
31806,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10617,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18254,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
24051,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1755,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
25941,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
43791,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
36473,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
34419,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2788,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
20036,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
6055,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7103,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
27369,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
15412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
